[<Product: Product Asin = B00008BKX5>, 1313020800, 5],[<Product: Product Asin = B0002JJU1Y>, 1404000000, 4],1.0
[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],0.41904761904761906
[<Product: Product Asin = B003ZWZ7VM>, 1371513600, 5],[<Product: Product Asin = B0009IQXFO>, 1404345600, 4],0.3142857142857143
[<Product: Product Asin = B00407NK6A>, 1362528000, 5],[<Product: Product Asin = B00407RQCY>, 1362528000, 5],0.819047619047619
[<Product: Product Asin = B00407RQCY>, 1362528000, 5],[<Product: Product Asin = B00407NK6A>, 1362528000, 5],0.819047619047619
[<Product: Product Asin = B0041CDPQO>, 1399939200, 5],[<Product: Product Asin = B000NCOKZQ>, 1399852800, 5],0.41904761904761906
[<Product: Product Asin = B0041DZ48K>, 1369526400, 5],[<Product: Product Asin = B001FAM322>, 1369526400, 5],0.7142857142857143
[<Product: Product Asin = B0041DZ48K>, 1369526400, 5],[<Product: Product Asin = B0013RGQQQ>, 1369526400, 5],0.5047619047619047
[<Product: Product Asin = B00435TVD0>, 1369699200, 5],[<Product: Product Asin = B002J7VX4Y>, 1369699200, 5],0.9333333333333333
[<Product: Product Asin = B004B61B34>, 1379116800, 5],[<Product: Product Asin = B001EOV492>, 1379116800, 5],0.6761904761904762
[<Product: Product Asin = B004HCM9H4>, 1390176000, 4],[<Product: Product Asin = B0012ZEZ8A>, 1386547200, 4],0.3619047619047619
[<Product: Product Asin = B004HP2J0S>, 1370476800, 5],[<Product: Product Asin = B003OAES8I>, 1370476800, 5],0.8952380952380953
[<Product: Product Asin = B004HP2J0S>, 1370476800, 5],[<Product: Product Asin = B005NXMFW0>, 1370476800, 5],0.49523809523809526
[<Product: Product Asin = B004HP2J0S>, 1370217600, 5],[<Product: Product Asin = B003OAES8I>, 1370217600, 5],0.8476190476190476
[<Product: Product Asin = B004QQLR4M>, 1368316800, 4],[<Product: Product Asin = B008FYKOX6>, 1358380800, 3],0.3238095238095238
[<Product: Product Asin = B004QQLR4M>, 1367884800, 1],[<Product: Product Asin = B0014Y82UQ>, 1368576000, 3],0.819047619047619
[<Product: Product Asin = B004QQLR4M>, 1366588800, 5],[<Product: Product Asin = B0014Y82UQ>, 1366588800, 5],0.8571428571428571
[<Product: Product Asin = B004QQLR4M>, 1368057600, 5],[<Product: Product Asin = B0014Y82UQ>, 1368057600, 5],1.0
[<Product: Product Asin = B004QQLR4M>, 1368576000, 4],[<Product: Product Asin = B0014Y82UQ>, 1368576000, 3],0.7904761904761904
[<Product: Product Asin = B004QQLR4M>, 1367280000, 3],[<Product: Product Asin = B0014Y82UQ>, 1367280000, 3],0.6857142857142857
[<Product: Product Asin = B004QQLR4M>, 1367366400, 5],[<Product: Product Asin = B0014Y82UQ>, 1367539200, 5],0.3523809523809524
[<Product: Product Asin = B004QQLR4M>, 1367107200, 5],[<Product: Product Asin = B0014Y82UQ>, 1367107200, 5],0.9523809523809523
[<Product: Product Asin = B004QQLR4M>, 1367107200, 5],[<Product: Product Asin = B008FYKOX6>, 1357516800, 5],0.6095238095238096
[<Product: Product Asin = B004QQLR4M>, 1367107200, 5],[<Product: Product Asin = B007TG7HFO>, 1348790400, 5],0.5428571428571428
[<Product: Product Asin = B004QQLR4M>, 1367539200, 4],[<Product: Product Asin = B0014Y82UQ>, 1367539200, 4],0.7047619047619048
[<Product: Product Asin = B004QQLR4M>, 1367971200, 4],[<Product: Product Asin = B0014Y82UQ>, 1367280000, 5],0.7333333333333333
[<Product: Product Asin = B004QQLR4M>, 1369699200, 5],[<Product: Product Asin = B0014Y82UQ>, 1369699200, 5],0.8095238095238095
[<Product: Product Asin = B004QQLR4M>, 1368403200, 4],[<Product: Product Asin = B0014Y82UQ>, 1368403200, 4],0.6476190476190476
[<Product: Product Asin = B004SL8568>, 1401580800, 5],[<Product: Product Asin = B000O80AZS>, 1401580800, 5],0.5714285714285714
[<Product: Product Asin = B004SL8568>, 1401580800, 5],[<Product: Product Asin = B0050SFZBG>, 1401580800, 5],0.5523809523809524
[<Product: Product Asin = B004SL8568>, 1401580800, 5],[<Product: Product Asin = B0002STTPW>, 1401580800, 5],0.3238095238095238
[<Product: Product Asin = B004UQR08K>, 1350518400, 5],[<Product: Product Asin = B003V3PZOY>, 1350518400, 5],0.5333333333333333
[<Product: Product Asin = B004UQR1UM>, 1384905600, 5],[<Product: Product Asin = B004YMRIC8>, 1384905600, 5],0.5523809523809524
[<Product: Product Asin = B004YMRIC8>, 1384905600, 5],[<Product: Product Asin = B004UQR1UM>, 1384905600, 5],0.5523809523809524
[<Product: Product Asin = B0050SFZBG>, 1401580800, 5],[<Product: Product Asin = B000O80AZS>, 1401580800, 5],0.6761904761904762
[<Product: Product Asin = B0050SFZBG>, 1401580800, 5],[<Product: Product Asin = B0002STTPW>, 1401580800, 5],0.5714285714285714
[<Product: Product Asin = B0050SFZBG>, 1401580800, 5],[<Product: Product Asin = B004SL8568>, 1401580800, 5],0.5523809523809524
[<Product: Product Asin = B0050SFZBG>, 1401580800, 5],[<Product: Product Asin = B000KPU8F2>, 1401580800, 5],0.3238095238095238
[<Product: Product Asin = B005JU5UEW>, 1354924800, 5],[<Product: Product Asin = B005JU5W54>, 1354924800, 5],0.7619047619047619
[<Product: Product Asin = B005JU5UEW>, 1327708800, 5],[<Product: Product Asin = B005JU5VH8>, 1327708800, 5],0.6095238095238096
[<Product: Product Asin = B005JU5UMO>, 1370131200, 5],[<Product: Product Asin = B005JU5VUK>, 1370131200, 5],0.8285714285714286
[<Product: Product Asin = B005JU5UMO>, 1401148800, 5],[<Product: Product Asin = B005JU5VH8>, 1401148800, 5],0.44761904761904764
[<Product: Product Asin = B005JU5UX8>, 1327708800, 5],[<Product: Product Asin = B005JU5W54>, 1327708800, 5],0.7904761904761904
[<Product: Product Asin = B005JU5UX8>, 1345075200, 5],[<Product: Product Asin = B005JU5XOO>, 1345075200, 5],1.0
[<Product: Product Asin = B005JU5UX8>, 1328227200, 5],[<Product: Product Asin = B005JU5VUK>, 1328227200, 5],0.9809523809523809
[<Product: Product Asin = B005JU5UX8>, 1328227200, 5],[<Product: Product Asin = B008FYKOX6>, 1357603200, 5],0.4666666666666667
[<Product: Product Asin = B005JU5UX8>, 1328227200, 5],[<Product: Product Asin = B0014Y82UQ>, 1366848000, 4],0.3333333333333333
[<Product: Product Asin = B005JU5UX8>, 1330992000, 5],[<Product: Product Asin = B005JU5VUK>, 1330992000, 5],1.0
[<Product: Product Asin = B005JU5VH8>, 1327881600, 5],[<Product: Product Asin = B005JU5YCU>, 1327881600, 5],0.9619047619047619
[<Product: Product Asin = B005JU5VH8>, 1329264000, 4],[<Product: Product Asin = B005JU5YCU>, 1329264000, 4],0.9523809523809523
[<Product: Product Asin = B005JU5VH8>, 1327449600, 2],[<Product: Product Asin = B005JU5VUK>, 1327449600, 2],0.9714285714285714
[<Product: Product Asin = B005JU5VH8>, 1327708800, 5],[<Product: Product Asin = B005JU5UEW>, 1327708800, 5],0.6095238095238096
[<Product: Product Asin = B005JU5VH8>, 1401148800, 5],[<Product: Product Asin = B005JU5UMO>, 1401148800, 5],0.44761904761904764
[<Product: Product Asin = B005JU5VUK>, 1327449600, 2],[<Product: Product Asin = B005JU5VH8>, 1327449600, 2],0.9714285714285714
[<Product: Product Asin = B005JU5VUK>, 1370131200, 5],[<Product: Product Asin = B005JU5UMO>, 1370131200, 5],0.8285714285714286
[<Product: Product Asin = B005JU5VUK>, 1328227200, 5],[<Product: Product Asin = B005JU5UX8>, 1328227200, 5],0.9809523809523809
[<Product: Product Asin = B005JU5VUK>, 1328227200, 5],[<Product: Product Asin = B008FYKOX6>, 1357603200, 5],0.47619047619047616
[<Product: Product Asin = B005JU5VUK>, 1328227200, 5],[<Product: Product Asin = B0014Y82UQ>, 1366848000, 4],0.3333333333333333
[<Product: Product Asin = B005JU5VUK>, 1364256000, 5],[<Product: Product Asin = B000IYDEPG>, 1364256000, 5],0.9523809523809523
[<Product: Product Asin = B005JU5VUK>, 1364256000, 5],[<Product: Product Asin = B005JU5XOO>, 1364169600, 5],0.44761904761904764
[<Product: Product Asin = B005JU5VUK>, 1374451200, 4],[<Product: Product Asin = B007TG7HFO>, 1374451200, 4],0.9142857142857143
[<Product: Product Asin = B005JU5VUK>, 1327795200, 4],[<Product: Product Asin = B007TG7HFO>, 1351555200, 5],0.4380952380952381
[<Product: Product Asin = B005JU5VUK>, 1330992000, 5],[<Product: Product Asin = B005JU5UX8>, 1330992000, 5],1.0
[<Product: Product Asin = B005JU5VUK>, 1327795200, 5],[<Product: Product Asin = B005JU5YCU>, 1327795200, 5],0.9523809523809523
[<Product: Product Asin = B005JU5W54>, 1327708800, 5],[<Product: Product Asin = B005JU5UX8>, 1327708800, 5],0.7904761904761904
[<Product: Product Asin = B005JU5W54>, 1354924800, 5],[<Product: Product Asin = B005JU5UEW>, 1354924800, 5],0.7619047619047619
[<Product: Product Asin = B005JU5W54>, 1356480000, 5],[<Product: Product Asin = B000BYB2J8>, 1356480000, 5],0.8571428571428571
[<Product: Product Asin = B005JU5XOO>, 1345075200, 5],[<Product: Product Asin = B005JU5UX8>, 1345075200, 5],1.0
[<Product: Product Asin = B005JU5XOO>, 1364169600, 5],[<Product: Product Asin = B000IYDEPG>, 1364256000, 5],0.4666666666666667
[<Product: Product Asin = B005JU5XOO>, 1364169600, 5],[<Product: Product Asin = B005JU5VUK>, 1364256000, 5],0.44761904761904764
[<Product: Product Asin = B005JU5YCU>, 1327881600, 5],[<Product: Product Asin = B005JU5VH8>, 1327881600, 5],0.9619047619047619
[<Product: Product Asin = B005JU5YCU>, 1329264000, 4],[<Product: Product Asin = B005JU5VH8>, 1329264000, 4],0.9523809523809523
[<Product: Product Asin = B005JU5YCU>, 1327795200, 5],[<Product: Product Asin = B005JU5VUK>, 1327795200, 5],0.9523809523809523
[<Product: Product Asin = B005NXMFW0>, 1370476800, 5],[<Product: Product Asin = B004HP2J0S>, 1370476800, 5],0.49523809523809526
[<Product: Product Asin = B005NXMFW0>, 1370476800, 5],[<Product: Product Asin = B003OAES8I>, 1370476800, 5],0.4857142857142857
[<Product: Product Asin = B005WGR22Q>, 1375833600, 5],[<Product: Product Asin = B001LHVOVK>, 1294963200, 5],0.9238095238095239
[<Product: Product Asin = B006R34PB4>, 1378166400, 5],[<Product: Product Asin = B0087XOTWW>, 1378166400, 5],0.45714285714285713
[<Product: Product Asin = B006R34PB4>, 1404000000, 5],[<Product: Product Asin = B0087XOTWW>, 1404000000, 5],0.9619047619047619
[<Product: Product Asin = B007B86Z94>, 1391040000, 5],[<Product: Product Asin = B001TJ1EJC>, 1393200000, 4],0.3238095238095238
[<Product: Product Asin = B007BSG760>, 1371600000, 4],[<Product: Product Asin = B002BN5ZT0>, 1371600000, 5],0.6
[<Product: Product Asin = B007G67JCS>, 1394064000, 5],[<Product: Product Asin = B00842A7F4>, 1394064000, 5],0.5619047619047619
[<Product: Product Asin = B007I7D66S>, 1394409600, 5],[<Product: Product Asin = B008H08LQU>, 1394409600, 5],0.3047619047619048
[<Product: Product Asin = B007JSGR9Y>, 1375315200, 2],[<Product: Product Asin = B001LHVOVK>, 1375660800, 2],0.8952380952380953
[<Product: Product Asin = B007TG7HFO>, 1398384000, 5],[<Product: Product Asin = B0014Y82UQ>, 1398384000, 5],0.45714285714285713
[<Product: Product Asin = B007TG7HFO>, 1348790400, 5],[<Product: Product Asin = B008FYKOX6>, 1357516800, 5],0.7142857142857143
[<Product: Product Asin = B007TG7HFO>, 1348790400, 5],[<Product: Product Asin = B0014Y82UQ>, 1367107200, 5],0.5619047619047619
[<Product: Product Asin = B007TG7HFO>, 1348790400, 5],[<Product: Product Asin = B004QQLR4M>, 1367107200, 5],0.5428571428571428
[<Product: Product Asin = B007TG7HFO>, 1374451200, 4],[<Product: Product Asin = B005JU5VUK>, 1374451200, 4],0.9142857142857143
[<Product: Product Asin = B007TG7HFO>, 1353024000, 5],[<Product: Product Asin = B001KS6FPK>, 1396915200, 5],0.6952380952380952
[<Product: Product Asin = B007TG7HFO>, 1353024000, 5],[<Product: Product Asin = B0014Y82UQ>, 1367193600, 4],0.3904761904761905
[<Product: Product Asin = B007TG7HFO>, 1356566400, 4],[<Product: Product Asin = B0014Y82UQ>, 1367452800, 3],0.3238095238095238
[<Product: Product Asin = B007TG7HFO>, 1356566400, 4],[<Product: Product Asin = B008FYKOX6>, 1358208000, 5],0.3238095238095238
[<Product: Product Asin = B007TG7HFO>, 1351555200, 5],[<Product: Product Asin = B005JU5VUK>, 1327795200, 4],0.4380952380952381
[<Product: Product Asin = B00842A7F4>, 1394064000, 5],[<Product: Product Asin = B007G67JCS>, 1394064000, 5],0.5619047619047619
[<Product: Product Asin = B0087XOTWW>, 1378166400, 5],[<Product: Product Asin = B006R34PB4>, 1378166400, 5],0.45714285714285713
[<Product: Product Asin = B0087XOTWW>, 1404000000, 5],[<Product: Product Asin = B006R34PB4>, 1404000000, 5],0.9619047619047619
[<Product: Product Asin = B0089LSMSE>, 1404432000, 5],[<Product: Product Asin = B000AMLWH8>, 1405123200, 4],0.45714285714285713
[<Product: Product Asin = B008FYKOX6>, 1358380800, 3],[<Product: Product Asin = B004QQLR4M>, 1368316800, 4],0.3238095238095238
[<Product: Product Asin = B008FYKOX6>, 1357603200, 5],[<Product: Product Asin = B0014Y82UQ>, 1366848000, 4],0.5238095238095238
[<Product: Product Asin = B008FYKOX6>, 1357603200, 5],[<Product: Product Asin = B005JU5VUK>, 1328227200, 5],0.47619047619047616
[<Product: Product Asin = B008FYKOX6>, 1357603200, 5],[<Product: Product Asin = B005JU5UX8>, 1328227200, 5],0.4666666666666667
[<Product: Product Asin = B008FYKOX6>, 1357516800, 5],[<Product: Product Asin = B007TG7HFO>, 1348790400, 5],0.7142857142857143
[<Product: Product Asin = B008FYKOX6>, 1357516800, 5],[<Product: Product Asin = B0014Y82UQ>, 1367107200, 5],0.6190476190476191
[<Product: Product Asin = B008FYKOX6>, 1357516800, 5],[<Product: Product Asin = B004QQLR4M>, 1367107200, 5],0.6095238095238096
[<Product: Product Asin = B008FYKOX6>, 1358208000, 5],[<Product: Product Asin = B007TG7HFO>, 1356566400, 4],0.3238095238095238
[<Product: Product Asin = B008H08LQU>, 1394409600, 5],[<Product: Product Asin = B007I7D66S>, 1394409600, 5],0.3047619047619048
[<Product: Product Asin = B008VLVAZE>, 1358380800, 5],[<Product: Product Asin = B008VLVDII>, 1358380800, 5],0.6857142857142857
[<Product: Product Asin = B008VLVDII>, 1358380800, 5],[<Product: Product Asin = B008VLVAZE>, 1358380800, 5],0.6857142857142857
[<Product: Product Asin = B008XB9BJY>, 1354838400, 5],[<Product: Product Asin = B002BN5ZT0>, 1354838400, 4],0.5904761904761905
[<Product: Product Asin = B009FUF6DM>, 1385337600, 3],[<Product: Product Asin = B000XECJES>, 1385337600, 3],0.8952380952380953
[<Product: Product Asin = B00A66OAKE>, 1393545600, 5],[<Product: Product Asin = B001LHVOVK>, 1242864000, 5],0.5714285714285714
[<Product: Product Asin = B00A8MZ2ZS>, 1386806400, 4],[<Product: Product Asin = B0009IQZH0>, 1386806400, 4],0.44761904761904764
[<Product: Product Asin = B00A8MZ2ZS>, 1386806400, 4],[<Product: Product Asin = B001Q8DMA0>, 1388880000, 4],0.3238095238095238
[<Product: Product Asin = B00A8MZ910>, 1385078400, 4],[<Product: Product Asin = B003YCGKA0>, 1385078400, 4],0.44761904761904764
[<Product: Product Asin = B00AN9W3TE>, 1396224000, 5],[<Product: Product Asin = B00FJDL0J8>, 1396224000, 5],0.4
[<Product: Product Asin = B00B2A271M>, 1381363200, 5],[<Product: Product Asin = B001VILJ8C>, 1381363200, 4],0.44761904761904764
[<Product: Product Asin = B00BQYCIVI>, 1397347200, 5],[<Product: Product Asin = B0000AY3X0>, 1397347200, 5],0.7142857142857143
[<Product: Product Asin = B00C7OVGSW>, 1374019200, 4],[<Product: Product Asin = B00C7OVGTG>, 1375228800, 4],0.5714285714285714
[<Product: Product Asin = B00C7OVGTG>, 1375228800, 4],[<Product: Product Asin = B00C7OVGSW>, 1374019200, 4],0.5714285714285714
[<Product: Product Asin = B00D8NAD1M>, 1403049600, 5],[<Product: Product Asin = B000RGQ4Q6>, 1403049600, 5],0.7238095238095238
[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],[<Product: Product Asin = B0013935FY>, 1405209600, 5],0.6095238095238096
[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],[<Product: Product Asin = B000Q3OTQC>, 1405209600, 5],0.580952380952381
[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],0.5238095238095238
[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],0.44761904761904764
[<Product: Product Asin = B00F5LWJBC>, 1382572800, 5],[<Product: Product Asin = B002OUMVWY>, 1384041600, 5],0.3619047619047619
[<Product: Product Asin = B00FJDL0J8>, 1396224000, 5],[<Product: Product Asin = B00AN9W3TE>, 1396224000, 5],0.4
[<Product: Product Asin = B00GG9FB8U>, 1390867200, 5],[<Product: Product Asin = B000E9TS6O>, 1385424000, 5],0.7333333333333333
